event_id,data_status,season,team,player_name,position_group,minute,x_120,y_80,zone_id,field_side,field_depth,foul_type,current_yellow_before_event,transition_danger,referee_strictness_proxy,model_probability_yellow,is_yellow_card,model_probability_red,is_red_card
SYN_FOUL_006007,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,75,78.79,3.77,Z057,left_wing,middle_third,stopping_counter,0,low,0.578,0.1165,0,0.003,0
SYN_FOUL_006008,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,25,79.24,52.75,Z062,right_half_space,middle_third,normal_contact,0,low,0.37,0.0371,0,0.003,0
SYN_FOUL_006009,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,47,11.26,18.32,Z010,left_wing,own_half,normal_contact,0,medium,0.46,0.0368,0,0.003,0
SYN_FOUL_006010,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,91,103.61,32.13,Z084,central,penalty_area,late_tackle,0,medium,0.606,0.1638,0,0.003,0
SYN_FOUL_006011,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,53,47.68,4.87,Z033,left_wing,middle_third,normal_contact,0,medium,0.684,0.0657,0,0.003,0
SYN_FOUL_006012,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,33,7.87,12.04,Z002,left_wing,own_half,normal_contact,0,low,0.576,0.0507,0,0.003,0
SYN_FOUL_006013,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Joe Gomez,DF,27,105.03,31.05,Z084,central,penalty_area,tactical_foul,0,medium,0.587,0.1289,0,0.003,0
SYN_FOUL_006014,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,6,10.27,16.32,Z010,left_wing,own_half,shirt_pull,0,medium,0.339,0.0305,1,0.003,0
SYN_FOUL_006015,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,48,34.99,34.54,Z028,central,own_half,normal_contact,0,medium,0.639,0.0613,0,0.003,0
SYN_FOUL_006016,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,66,11.67,52.58,Z014,right_half_space,own_half,reckless_tackle,0,medium,0.548,0.2945,0,0.021,0
SYN_FOUL_006017,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Darwin Núñez,FW,58,55.66,76.46,Z048,right_wing,middle_third,normal_contact,0,high,0.295,0.0613,0,0.003,0
SYN_FOUL_006018,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Harvey Elliott,MF,66,2.57,21.26,Z003,left_half_space,own_half,stopping_counter,0,medium,0.609,0.1217,1,0.003,0
SYN_FOUL_006019,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,87,82.08,26.91,Z067,left_half_space,final_third_outside_box,normal_contact,0,low,0.443,0.0526,1,0.003,0
SYN_FOUL_006020,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,34,49.44,77.29,Z040,right_wing,middle_third,dissent,0,low,0.588,0.0946,1,0.003,0
SYN_FOUL_006021,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,16,1.63,71.72,Z008,right_wing,own_half,shirt_pull,0,low,0.649,0.0623,0,0.003,0
SYN_FOUL_006022,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,56,80.94,71.37,Z072,right_wing,final_third_outside_box,late_tackle,0,low,0.534,0.1197,0,0.003,0
SYN_FOUL_006023,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,76,71.95,5.01,Z057,left_wing,middle_third,dissent,0,medium,0.802,0.1588,1,0.003,0
SYN_FOUL_006024,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,30,92.73,9.89,Z073,left_wing,final_third_outside_box,normal_contact,0,low,0.688,0.0601,0,0.003,0
SYN_FOUL_006025,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,25,82.52,71.46,Z072,right_wing,final_third_outside_box,reckless_tackle,0,low,0.494,0.2574,0,0.021,0
SYN_FOUL_006026,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,69,105.25,19.18,Z082,left_wing,wide_final_third,dissent,0,medium,0.359,0.0776,0,0.003,0
SYN_FOUL_006027,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,64,64.73,76.12,Z056,right_wing,middle_third,normal_contact,0,low,0.709,0.0682,0,0.003,0
SYN_FOUL_006028,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,65,66.53,42.68,Z053,central,middle_third,normal_contact,0,low,0.255,0.031,0,0.003,0
SYN_FOUL_006029,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Conor Bradley,DF,67,67.15,1.66,Z049,left_wing,middle_third,reckless_tackle,0,low,0.385,0.2433,0,0.021,0
SYN_FOUL_006030,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,37,94.8,33.82,Z076,central,final_third_outside_box,late_tackle,0,medium,0.512,0.1062,1,0.003,0
SYN_FOUL_006031,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,67,23.82,44.8,Z021,central,own_half,tactical_foul,0,medium,0.201,0.0585,0,0.003,0
SYN_FOUL_006032,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,76,33.1,26.93,Z027,left_half_space,own_half,stopping_counter,0,medium,0.627,0.1684,0,0.003,0
SYN_FOUL_006033,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,32,22.81,79.53,Z024,right_wing,own_half,normal_contact,1,medium,0.598,0.0525,0,0.003,0
SYN_FOUL_006034,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,18,8.51,3.8,Z001,left_wing,own_half,tactical_foul,0,medium,0.655,0.1299,1,0.003,0
SYN_FOUL_006035,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,80,86.09,62.22,Z071,right_wing,final_third_outside_box,dissent,0,medium,0.301,0.0781,1,0.003,0
SYN_FOUL_006036,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,81,28.33,2.92,Z017,left_wing,own_half,normal_contact,0,low,0.557,0.0686,0,0.003,0
SYN_FOUL_006037,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,18,117.12,8.58,Z089,left_wing,wide_final_third,late_tackle,0,medium,0.863,0.187,0,0.003,0
SYN_FOUL_006038,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,66,51.69,24.26,Z043,left_half_space,middle_third,shirt_pull,0,low,0.896,0.0898,0,0.003,0
SYN_FOUL_006039,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,33,85.0,79.89,Z072,right_wing,final_third_outside_box,normal_contact,0,low,0.378,0.0375,1,0.003,0
SYN_FOUL_006040,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,60,8.43,47.51,Z005,central,own_half,late_tackle,0,low,0.718,0.1417,0,0.003,0
SYN_FOUL_006041,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,27,10.62,40.18,Z013,central,own_half,tactical_foul,0,low,0.493,0.0902,0,0.003,0
SYN_FOUL_006042,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,79,56.64,76.83,Z048,right_wing,middle_third,shirt_pull,0,low,0.413,0.0553,0,0.003,0
SYN_FOUL_006043,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,89,112.6,32.4,Z092,central,six_yard_box,shirt_pull,0,low,0.256,0.0342,0,0.003,0
SYN_FOUL_006044,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,59,29.79,22.62,Z019,left_half_space,own_half,stopping_counter,0,medium,0.647,0.1401,0,0.003,0
SYN_FOUL_006045,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,4,117.64,14.63,Z090,left_wing,wide_final_third,stopping_counter,0,low,0.621,0.1238,1,0.003,0
SYN_FOUL_006046,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,53,84.98,70.62,Z072,right_wing,final_third_outside_box,late_tackle,0,medium,0.531,0.0953,1,0.003,0
SYN_FOUL_006047,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,93,60.2,58.61,Z054,right_half_space,middle_third,late_tackle,0,high,0.638,0.2932,0,0.003,0
SYN_FOUL_006048,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,85,101.76,68.92,Z087,right_wing,wide_final_third,tactical_foul,0,medium,0.366,0.1177,0,0.003,0
SYN_FOUL_006049,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,77,117.18,29.84,Z091,left_half_space,penalty_area,tactical_foul,0,medium,0.599,0.1491,0,0.003,0
SYN_FOUL_006050,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,13,31.18,21.16,Z027,left_half_space,own_half,late_tackle,0,medium,0.732,0.1573,1,0.003,0
SYN_FOUL_006051,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,55,65.02,64.64,Z055,right_wing,middle_third,shirt_pull,0,medium,0.55,0.0423,0,0.003,0
SYN_FOUL_006052,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,8,30.5,41.2,Z029,central,own_half,handball,1,medium,0.564,0.0548,0,0.003,0
SYN_FOUL_006053,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,23,49.11,68.47,Z039,right_wing,middle_third,tactical_foul,0,medium,0.451,0.0849,0,0.003,0
SYN_FOUL_006054,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,78,112.61,60.7,Z095,right_wing,wide_final_third,normal_contact,0,high,0.464,0.1238,0,0.003,0
SYN_FOUL_006055,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Wataru Endo,MF,75,73.26,0.57,Z057,left_wing,middle_third,normal_contact,0,medium,0.368,0.0369,0,0.003,0
SYN_FOUL_006056,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,5,17.19,54.84,Z014,right_half_space,own_half,dissent,0,low,0.2,0.0613,0,0.003,0
SYN_FOUL_006057,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,36,20.94,31.25,Z020,central,own_half,tactical_foul,0,low,0.353,0.0923,0,0.003,0
SYN_FOUL_006058,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,60,106.43,70.98,Z088,right_wing,wide_final_third,dissent,0,low,0.569,0.1151,0,0.003,0
SYN_FOUL_006059,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,16,91.55,52.85,Z078,right_half_space,final_third_outside_box,dissent,0,high,0.3,0.1585,0,0.003,0
SYN_FOUL_006060,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,71,107.69,20.29,Z083,left_half_space,penalty_area,shirt_pull,0,low,0.534,0.0476,0,0.003,0
SYN_FOUL_006061,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,22,32.17,31.32,Z028,central,own_half,reckless_tackle,0,medium,0.475,0.2516,0,0.021,0
SYN_FOUL_006062,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,8,75.5,69.18,Z063,right_wing,middle_third,normal_contact,0,medium,0.438,0.0452,0,0.003,0
SYN_FOUL_006063,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,35,86.1,72.36,Z072,right_wing,final_third_outside_box,normal_contact,0,low,0.465,0.0371,0,0.003,0
SYN_FOUL_006064,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,37,39.5,27.63,Z027,left_half_space,own_half,normal_contact,0,medium,0.298,0.0365,0,0.003,0
SYN_FOUL_006065,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,65,111.21,25.59,Z091,left_half_space,penalty_area,reckless_tackle,0,low,0.58,0.2845,1,0.021,0
SYN_FOUL_006066,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Harvey Elliott,MF,36,96.68,58.77,Z078,right_half_space,final_third_outside_box,dissent,0,medium,0.304,0.0715,0,0.003,0
SYN_FOUL_006067,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,38,20.34,1.72,Z017,left_wing,own_half,dissent,0,low,0.11,0.0535,0,0.003,0
SYN_FOUL_006068,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,46,80.61,5.28,Z065,left_wing,final_third_outside_box,stopping_counter,0,medium,0.236,0.0778,0,0.003,0
SYN_FOUL_006069,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Darwin Núñez,FW,76,115.7,46.4,Z093,central,six_yard_box,tactical_foul,0,medium,0.311,0.0869,0,0.003,0
SYN_FOUL_006070,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,78,3.41,65.96,Z007,right_wing,own_half,normal_contact,0,high,0.307,0.0904,0,0.003,0
SYN_FOUL_006071,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,34,105.33,42.03,Z085,central,penalty_area,reckless_tackle,0,high,0.398,0.3629,0,0.021,0
SYN_FOUL_006072,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,16,118.83,27.44,Z091,left_half_space,penalty_area,normal_contact,0,low,0.548,0.0535,0,0.003,0
SYN_FOUL_006073,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,73,96.04,74.74,Z080,right_wing,final_third_outside_box,shirt_pull,0,high,0.491,0.103,0,0.003,0
SYN_FOUL_006074,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,76,10.71,66.41,Z015,right_wing,own_half,normal_contact,0,low,0.24,0.0334,0,0.003,0
SYN_FOUL_006075,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,35,49.71,46.89,Z037,central,middle_third,late_tackle,0,high,0.572,0.2433,1,0.003,0
SYN_FOUL_006076,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,38,65.93,7.89,Z049,left_wing,middle_third,handball,0,medium,0.506,0.0396,0,0.003,0
SYN_FOUL_006077,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,10,77.0,28.29,Z059,left_half_space,middle_third,normal_contact,0,medium,0.408,0.034,0,0.003,0
SYN_FOUL_006078,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,91,119.32,57.79,Z094,right_half_space,penalty_area,normal_contact,0,low,0.754,0.0917,0,0.003,0
SYN_FOUL_006079,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,26,117.48,24.7,Z091,left_half_space,penalty_area,normal_contact,0,low,0.536,0.0414,0,0.003,0
SYN_FOUL_006080,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,73,77.76,23.31,Z059,left_half_space,middle_third,tactical_foul,0,medium,0.396,0.0898,0,0.003,0
SYN_FOUL_006081,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,12,16.29,4.89,Z009,left_wing,own_half,shirt_pull,0,medium,0.252,0.0267,1,0.003,0
SYN_FOUL_006082,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,23,105.61,65.06,Z087,right_wing,wide_final_third,tactical_foul,0,medium,0.791,0.1566,0,0.003,0
SYN_FOUL_006083,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,35,5.67,23.76,Z003,left_half_space,own_half,normal_contact,0,medium,0.485,0.0383,0,0.003,0
SYN_FOUL_006084,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,69,90.94,22.78,Z075,left_half_space,final_third_outside_box,dissent,0,low,0.038,0.0415,0,0.003,0
SYN_FOUL_006085,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,40,66.27,43.08,Z053,central,middle_third,late_tackle,0,medium,0.285,0.0763,0,0.003,0
SYN_FOUL_006086,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,64,110.38,17.24,Z090,left_wing,wide_final_third,tactical_foul,0,low,0.702,0.151,0,0.003,0
SYN_FOUL_006087,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,87,93.16,38.59,Z076,central,final_third_outside_box,normal_contact,0,medium,0.514,0.0643,0,0.003,0
SYN_FOUL_006088,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,45,77.79,35.54,Z060,central,middle_third,normal_contact,0,high,0.254,0.0577,0,0.003,0
SYN_FOUL_006089,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,81,37.82,22.01,Z027,left_half_space,own_half,dissent,0,medium,0.506,0.1053,0,0.003,0
SYN_FOUL_006090,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,40,114.82,41.56,Z093,central,six_yard_box,normal_contact,1,medium,0.316,0.0341,0,0.003,0
SYN_FOUL_006091,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,84,95.08,33.86,Z076,central,final_third_outside_box,late_tackle,0,high,0.553,0.2659,1,0.003,0
SYN_FOUL_006092,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,59,41.86,1.63,Z033,left_wing,middle_third,handball,0,high,0.625,0.114,0,0.003,0
SYN_FOUL_006093,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Cody Gakpo,FW,95,43.9,24.52,Z035,left_half_space,middle_third,normal_contact,0,medium,0.816,0.0798,0,0.003,0
SYN_FOUL_006094,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,9,20.02,30.87,Z020,central,own_half,normal_contact,1,low,0.754,0.0664,0,0.003,0
SYN_FOUL_006095,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,82,27.92,45.93,Z021,central,own_half,reckless_tackle,0,low,0.593,0.3655,0,0.021,0
SYN_FOUL_006096,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,60,31.35,70.16,Z032,right_wing,own_half,normal_contact,0,low,0.207,0.0288,0,0.003,0
SYN_FOUL_006097,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Virgil van Dijk,DF,73,102.76,57.16,Z086,right_half_space,penalty_area,dissent,1,low,0.425,0.0937,0,0.003,0
SYN_FOUL_006098,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,30,79.49,47.81,Z061,central,middle_third,late_tackle,0,medium,0.504,0.1147,0,0.003,0
SYN_FOUL_006099,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,83,11.04,32.97,Z012,central,own_half,late_tackle,0,low,0.46,0.1077,0,0.003,0
SYN_FOUL_006100,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Joe Gomez,DF,91,14.85,64.95,Z015,right_wing,own_half,handball,0,medium,0.443,0.0578,0,0.003,0
SYN_FOUL_006101,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,19,7.6,48.87,Z005,central,own_half,stopping_counter,1,low,0.397,0.0984,0,0.003,0
SYN_FOUL_006102,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,11,67.61,32.23,Z052,central,middle_third,tactical_foul,0,medium,0.647,0.1285,1,0.003,0
SYN_FOUL_006103,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,7,56.84,76.04,Z048,right_wing,middle_third,normal_contact,0,medium,0.435,0.0409,0,0.003,0
SYN_FOUL_006104,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,36,28.33,43.2,Z021,central,own_half,late_tackle,0,medium,0.597,0.1198,0,0.003,0
SYN_FOUL_006105,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,1,88.03,56.59,Z070,right_half_space,final_third_outside_box,tactical_foul,0,low,0.605,0.1211,0,0.003,0
SYN_FOUL_006106,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,63,119.14,50.62,Z094,right_half_space,penalty_area,late_tackle,0,high,0.255,0.1491,0,0.003,0
SYN_FOUL_006107,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,8,67.3,21.24,Z051,left_half_space,middle_third,tactical_foul,0,low,0.634,0.1262,1,0.003,0
SYN_FOUL_006108,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,23,104.29,31.09,Z084,central,penalty_area,tactical_foul,0,low,0.141,0.0616,0,0.003,0
SYN_FOUL_006109,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,63,44.96,66.84,Z039,right_wing,middle_third,stopping_counter,0,low,0.489,0.1122,0,0.003,0
SYN_FOUL_006110,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Conor Bradley,DF,80,59.76,8.83,Z041,left_wing,middle_third,stopping_counter,0,medium,0.56,0.1539,0,0.003,0
SYN_FOUL_006111,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,42,108.44,73.73,Z088,right_wing,wide_final_third,late_tackle,0,low,0.575,0.1268,0,0.003,0
SYN_FOUL_006112,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,79,74.39,56.18,Z062,right_half_space,middle_third,normal_contact,0,low,0.736,0.0709,0,0.003,0
SYN_FOUL_006113,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,71,74.57,29.11,Z059,left_half_space,middle_third,shirt_pull,0,medium,0.761,0.0671,0,0.003,0
SYN_FOUL_006114,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,36,37.25,21.62,Z027,left_half_space,own_half,normal_contact,0,low,0.241,0.0303,0,0.003,0
SYN_FOUL_006115,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,89,114.32,54.05,Z094,right_half_space,penalty_area,late_tackle,0,low,0.568,0.143,0,0.003,0
SYN_FOUL_006116,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,44,15.52,69.6,Z015,right_wing,own_half,tactical_foul,0,low,0.33,0.0893,0,0.003,0
SYN_FOUL_006117,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Luis Díaz,FW,5,35.56,53.14,Z030,right_half_space,own_half,normal_contact,1,low,0.36,0.0315,0,0.003,0
SYN_FOUL_006118,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,18,103.3,29.76,Z083,left_half_space,penalty_area,normal_contact,0,high,0.371,0.0866,0,0.003,0
SYN_FOUL_006119,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,37,3.37,61.3,Z007,right_wing,own_half,stopping_counter,0,medium,0.714,0.141,0,0.003,0
SYN_FOUL_006120,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,79,60.0,11.86,Z042,left_wing,middle_third,tactical_foul,0,medium,0.879,0.2152,0,0.003,0
SYN_FOUL_006121,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,12,25.27,78.41,Z024,right_wing,own_half,stopping_counter,0,medium,0.396,0.0898,0,0.003,0
SYN_FOUL_006122,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Alexis Mac Allister,MF,20,86.66,79.3,Z072,right_wing,final_third_outside_box,normal_contact,0,low,0.48,0.0438,0,0.003,0
SYN_FOUL_006123,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,53,41.44,26.17,Z035,left_half_space,middle_third,normal_contact,0,high,0.373,0.0868,1,0.003,0
SYN_FOUL_006124,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,65,105.62,16.84,Z082,left_wing,wide_final_third,tactical_foul,0,medium,0.445,0.0964,0,0.003,0
SYN_FOUL_006125,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,88,105.78,25.88,Z083,left_half_space,penalty_area,normal_contact,0,low,0.807,0.0989,0,0.003,0
SYN_FOUL_006126,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Andy Robertson,DF,14,104.23,40.55,Z085,central,penalty_area,tactical_foul,0,high,0.436,0.2055,1,0.003,0
SYN_FOUL_006127,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,65,0.32,65.44,Z007,right_wing,own_half,dissent,0,low,0.27,0.0746,0,0.003,0
SYN_FOUL_006128,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,28,67.58,20.18,Z051,left_half_space,middle_third,normal_contact,0,low,0.297,0.0365,0,0.003,0
SYN_FOUL_006129,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Curtis Jones,MF,38,0.58,13.83,Z002,left_wing,own_half,stopping_counter,0,medium,0.398,0.09,0,0.003,0
SYN_FOUL_006130,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ibrahima Konaté,DF,16,113.35,37.15,Z092,central,six_yard_box,dissent,0,low,0.492,0.1031,0,0.003,0
SYN_FOUL_006131,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,68,71.39,5.16,Z057,left_wing,middle_third,tactical_foul,0,low,0.423,0.0815,0,0.003,0
SYN_FOUL_006132,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,92,57.83,1.51,Z041,left_wing,middle_third,late_tackle,0,medium,0.548,0.1391,0,0.003,0
SYN_FOUL_006133,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Diogo Jota,FW,86,76.69,42.01,Z061,central,middle_third,handball,0,high,0.527,0.1085,0,0.003,0
SYN_FOUL_006134,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Mohamed Salah,FW,15,77.28,7.34,Z057,left_wing,middle_third,tactical_foul,1,high,0.487,0.1793,1,0.053,0
SYN_FOUL_006135,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Kostas Tsimikas,DF,72,97.3,40.46,Z077,central,final_third_outside_box,shirt_pull,0,low,0.214,0.0321,0,0.003,0
SYN_FOUL_006136,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Ryan Gravenberch,MF,91,107.51,62.51,Z087,right_wing,wide_final_third,tactical_foul,0,low,0.303,0.0983,0,0.003,0
SYN_FOUL_006137,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Trent Alexander-Arnold,DF,72,83.22,63.69,Z071,right_wing,final_third_outside_box,reckless_tackle,0,medium,0.852,0.4044,0,0.021,0
SYN_FOUL_006138,synthetic_modelled_not_official_event_data,2024-25,Liverpool,Dominik Szoboszlai,MF,69,65.55,67.32,Z055,right_wing,middle_third,late_tackle,0,medium,0.423,0.0933,0,0.003,0
